model,target,fold_id,n_samples,mae,rmse,r2,directional_accuracy,hit_rate,pearson,spearman
rf,y_XLF,19,35,0.008264815933184686,0.010251059015850047,-0.3149684951374434,0.37142857142857144,0.37142857142857144,-0.02599570504445239,-0.10336134453781515
rf,y_XLF,20,34,0.0077974868878829245,0.009762752595775826,-0.1003434362254978,0.5882352941176471,0.5882352941176471,0.1256703159952922,0.14682964094728798
rf,y_XLF,21,29,0.007258579647569056,0.008874166973601659,-0.4387393102705337,0.5172413793103449,0.5172413793103449,-0.015812112954592117,-0.05221674876847289
rf,y_XLF,22,27,0.006696283581226026,0.009027362816559024,-0.15997910839297935,0.5185185185185185,0.5185185185185185,-0.06661508841656603,-0.01465201465201465
rf,y_XLF,23,29,0.007886796255549994,0.010162478067197295,-0.2816848053211787,0.41379310344827586,0.41379310344827586,-0.05785839292855511,-0.1364532019704433
rf,y_XLF,24,33,0.009068548309105104,0.011101898447005463,-0.14980155887270286,0.3939393939393939,0.3939393939393939,-0.13299377066848067,-0.11831550802139038
rf,y_XLE,0,35,0.010840333809624798,0.012764068643573916,-0.05584215660706082,0.45714285714285713,0.45714285714285713,-0.014776259951242045,0.03165266106442577
rf,y_XLE,1,35,0.010518562077670667,0.013118959194797003,-0.0605899063176496,0.4857142857142857,0.4857142857142857,0.09089670150624929,0.15742296918767507
rf,y_XLE,2,37,0.010030697524283212,0.013400038699984827,-0.052131675694573554,0.43243243243243246,0.43243243243243246,-0.0013728402468236288,0.07491702228544332
rf,y_XLE,3,34,0.008855873094408315,0.013256454939490025,-0.20592188099988395,0.4117647058823529,0.4117647058823529,-0.19361869418346644,-0.12391138273491215
rf,y_XLE,4,32,0.00920576356422548,0.012467884069775574,-0.15153303786842498,0.375,0.375,-0.08334652726193777,-0.11876832844574779
rf,y_XLE,5,28,0.008984303931377387,0.01191813486773971,-0.23626644513891937,0.5,0.5,-0.22953612408056603,-0.08155446086480568
rf,y_XLE,6,29,0.009738817038388274,0.012185899756884198,-0.016561823783999285,0.5172413793103449,0.5172413793103449,0.10801324417872614,0.12709359605911327
rf,y_XLE,7,30,0.010736738232967438,0.0127393646231422,-0.02852634799109688,0.6,0.6,0.08591743706037032,0.030923248053392655
rf,y_XLE,8,34,0.012102987858808582,0.014663671490451058,-0.24700593663770265,0.47058823529411764,0.47058823529411764,-0.05661544535130097,-0.09427043544690604
rf,y_XLE,9,35,0.01966675201658227,0.030610673986624485,-0.1114795994389246,0.45714285714285713,0.45714285714285713,-0.10837325016592074,-0.18095238095238098
rf,y_XLE,10,35,0.018987114075186672,0.030269820957229486,-0.05101174515605433,0.5714285714285714,0.5714285714285714,-0.02276059347968402,0.07675070028011205
rf,y_XLE,11,35,0.018129570363695776,0.03014626920532426,-0.08054033463041921,0.5142857142857142,0.5142857142857142,-0.008622278654440776,0.13221288515406163
rf,y_XLE,12,34,0.010692132474473239,0.013699859806237705,-0.2551077851896357,0.6764705882352942,0.6764705882352942,0.12113402109751305,0.22597402597402597
rf,y_XLE,13,35,0.010107159075837455,0.01310650096227754,-0.40455900161256775,0.6285714285714286,0.6285714285714286,0.03177339698849873,0.05490196078431373
rf,y_XLE,14,34,0.009142057559954075,0.011059878523107063,0.056900679998767134,0.6176470588235294,0.6176470588235294,0.24727749690316733,0.2663101604278075
rf,y_XLE,15,34,0.007435088907214691,0.009813903182124857,0.1139055126161791,0.5882352941176471,0.5882352941176471,0.3528289360703951,0.3179526355996944
rf,y_XLE,16,33,0.008436322457684987,0.009986746228412433,0.12148685683017169,0.5151515151515151,0.5151515151515151,0.35555133342947903,0.3913770053475936
rf,y_XLE,17,33,0.009170741755448153,0.011552908528268785,0.002163140039965983,0.5151515151515151,0.5151515151515151,0.13417001730541653,0.23280688641489397
rf,y_XLE,18,34,0.00900790616827441,0.011223302063015804,-0.04448528625575188,0.5,0.5,0.1309111881593537,0.17891520244461417
rf,y_XLE,19,35,0.008848098858513,0.010770994755772915,-0.005713887595539591,0.5714285714285714,0.5714285714285714,0.19620248931130646,0.24005602240896362
rf,y_XLE,20,34,0.008758030554144532,0.010202676594476729,-0.0831191521202137,0.5294117647058824,0.5294117647058824,0.018223847239943955,0.024904507257448433
rf,y_XLE,21,29,0.010309374723146658,0.01242805398851042,-0.08420458097289885,0.4827586206896552,0.4827586206896552,-0.009407753406470045,0.04926108374384235
rf,y_XLE,22,27,0.011980048484378511,0.015024173957868654,-0.14753504834448994,0.2962962962962963,0.2962962962962963,-0.29604539532168056,-0.2814407814407815
rf,y_XLE,23,29,0.014000753129786837,0.017280525829167243,-0.17531187886785182,0.41379310344827586,0.41379310344827586,-0.25320562884116216,-0.2655172413793103
rf,y_XLE,24,33,0.01162493028082834,0.015028374815088468,-0.21803974939908266,0.5454545454545454,0.5454545454545454,-0.15322730249483585,-0.23128342245989308
rf,y_XLV,0,35,0.00478430388599764,0.0064472269829329,0.05291051736698793,0.6,0.6,0.23273039103655135,0.242296918767507
rf,y_XLV,1,35,0.005803958051187303,0.007052007514139646,-0.5517415936776513,0.2571428571428571,0.2571428571428571,-0.5052234617642645,-0.480952380952381
rf,y_XLV,2,37,0.006195353111282632,0.007821387055003641,-0.271127637638779,0.4594594594594595,0.4594594594594595,-0.045747355683447885,-0.06306306306306306
rf,y_XLV,3,34,0.006756577394993364,0.008238549781797954,-0.1580736551295685,0.4411764705882353,0.4411764705882353,-0.08794304893530148,-0.05974025974025974
rf,y_XLV,4,32,0.006971481774917167,0.00859365892686552,-0.12600092770967186,0.5,0.5,0.10374548682004828,0.14919354838709678
